timestamp,warehouse_name,temperature_c,humidity_pct
2024-01-09 08:00,Hyderabad Warehouse,25.1,52.4
2024-01-09 08:00,Kolkata Warehouse,27.0,81.9
2024-01-09 08:00,Bhubaneswar Warehouse,27.3,72.8
2024-01-09 08:00,Mumbai Warehouse,27.2,89.6
2024-01-09 08:00,Ahmedabad Warehouse,28.2,26.2
2024-01-09 08:00,Nagpur Central Warehouse,30.0,24.9
2024-01-09 09:00,Delhi Warehouse,29.2,32.7
2024-01-09 09:00,Chandigarh Warehouse,26.5,44.8
2024-01-09 09:00,Bengaluru Warehouse,21.9,58.7
2024-01-09 09:00,Hyderabad Warehouse,27.4,51.4
2024-01-09 09:00,Kolkata Warehouse,28.7,76.4
2024-01-09 09:00,Bhubaneswar Warehouse,29.7,68.8
2024-01-09 09:00,Mumbai Warehouse,29.4,81.9
2024-01-09 09:00,Ahmedabad Warehouse,33.0,24.9
2024-01-09 09:00,Nagpur Central Warehouse,33.3,22.8
2024-01-09 10:00,Delhi Warehouse,33.7,23.9
2024-01-09 10:00,Chandigarh Warehouse,27.5,38.3
2024-01-09 10:00,Bengaluru Warehouse,25.1,53.5
2024-01-09 10:00,Hyderabad Warehouse,30.8,44.7
2024-01-09 10:00,Kolkata Warehouse,30.3,71.9
2024-01-09 10:00,Bhubaneswar Warehouse,31.1,72.5
2024-01-09 10:00,Mumbai Warehouse,28.9,80.8
2024-01-09 10:00,Ahmedabad Warehouse,36.1,21.4
2024-01-09 10:00,Nagpur Central Warehouse,36.9,15.6
2024-01-09 11:00,Delhi Warehouse,35.0,23.0
2024-01-09 11:00,Chandigarh Warehouse,30.3,37.6
2024-01-09 11:00,Bengaluru Warehouse,25.8,48.2
2024-01-09 11:00,Hyderabad Warehouse,31.3,38.7
2024-01-09 11:00,Kolkata Warehouse,31.2,68.2
2024-01-09 11:00,Bhubaneswar Warehouse,31.5,64.7
2024-01-09 11:00,Mumbai Warehouse,28.8,71.2
2024-01-09 11:00,Ahmedabad Warehouse,38.3,19.7
2024-01-09 11:00,Nagpur Central Warehouse,40.5,18.9
2024-01-09 12:00,Delhi Warehouse,36.9,21.9
2024-01-09 12:00,Chandigarh Warehouse,33.0,32.2
2024-01-09 12:00,Bengaluru Warehouse,26.2,50.7
2024-01-09 12:00,Hyderabad Warehouse,33.3,43.7
2024-01-09 12:00,Kolkata Warehouse,33.0,69.7
2024-01-09 12:00,Bhubaneswar Warehouse,32.9,64.1
2024-01-09 12:00,Mumbai Warehouse,30.3,75.3
2024-01-09 12:00,Ahmedabad Warehouse,41.0,18.0
2024-01-09 12:00,Nagpur Central Warehouse,44.8,12.2
2024-01-09 13:00,Delhi Warehouse,40.2,24.7
2024-01-09 13:00,Chandigarh Warehouse,34.2,35.4
2024-01-09 13:00,Bengaluru Warehouse,26.2,46.7
2024-01-09 13:00,Hyderabad Warehouse,34.2,39.2
2024-01-09 13:00,Kolkata Warehouse,34.4,67.1
2024-01-09 13:00,Bhubaneswar Warehouse,33.6,62.6
2024-01-09 13:00,Mumbai Warehouse,31.3,74.1
2024-01-09 13:00,Ahmedabad Warehouse,41.2,22.2
2024-01-09 13:00,Nagpur Central Warehouse,44.3,15.2
2024-01-09 14:00,Delhi Warehouse,39.7,23.7
2024-01-09 14:00,Chandigarh Warehouse,33.9,30.3
2024-01-09 14:00,Bengaluru Warehouse,25.3,46.9
2024-01-09 14:00,Hyderabad Warehouse,33.6,38.2
2024-01-09 14:00,Kolkata Warehouse,34.0,65.9
2024-01-09 14:00,Bhubaneswar Warehouse,33.3,58.8
2024-01-09 14:00,Mumbai Warehouse,30.3,75.3
2024-01-09 14:00,Ahmedabad Warehouse,41.2,18.2
2024-01-09 14:00,Nagpur Central Warehouse,45.1,16.9
2024-01-09 15:00,Delhi Warehouse,39.1,21.6
2024-01-09 15:00,Chandigarh Warehouse,33.4,28.7
2024-01-09 15:00,Bengaluru Warehouse,27.6,47.5
2024-01-09 15:00,Hyderabad Warehouse,33.9,39.8
2024-01-09 15:00,Kolkata Warehouse,33.9,71.0
2024-01-09 15:00,Bhubaneswar Warehouse,34.1,60.4
2024-01-09 15:00,Mumbai Warehouse,31.3,72.6
2024-01-09 15:00,Ahmedabad Warehouse,40.8,16.8
2024-01-09 15:00,Nagpur Central Warehouse,44.2,14.9
2024-01-09 16:00,Delhi Warehouse,38.1,28.0
2024-01-09 16:00,Chandigarh Warehouse,33.2,32.9
2024-01-09 16:00,Bengaluru Warehouse,26.2,47.6
2024-01-09 16:00,Hyderabad Warehouse,31.9,38.4
2024-01-09 16:00,Kolkata Warehouse,33.2,68.5
2024-01-09 16:00,Bhubaneswar Warehouse,33.4,61.9
2024-01-09 16:00,Mumbai Warehouse,31.1,73.1
2024-01-09 16:00,Ahmedabad Warehouse,39.9,17.8
2024-01-09 16:00,Nagpur Central Warehouse,44.3,13.2
2024-01-09 17:00,Delhi Warehouse,37.1,28.7
2024-01-09 17:00,Chandigarh Warehouse,30.1,35.0
2024-01-09 17:00,Bengaluru Warehouse,25.1,50.8
2024-01-09 17:00,Hyderabad Warehouse,32.2,43.0
2024-01-09 17:00,Kolkata Warehouse,33.3,71.1
2024-01-09 17:00,Bhubaneswar Warehouse,32.0,64.7
2024-01-09 17:00,Mumbai Warehouse,30.4,77.9
2024-01-09 17:00,Ahmedabad Warehouse,38.3,21.4
2024-01-09 17:00,Nagpur Central Warehouse,39.9,19.9
2024-01-09 18:00,Delhi Warehouse,33.4,23.8
2024-01-09 18:00,Chandigarh Warehouse,28.2,41.5
2024-01-09 18:00,Bengaluru Warehouse,23.6,55.3
2024-01-09 18:00,Hyderabad Warehouse,29.5,41.0
2024-01-09 18:00,Kolkata Warehouse,29.3,77.0
2024-01-09 18:00,Bhubaneswar Warehouse,31.5,71.8
2024-01-09 18:00,Mumbai Warehouse,28.8,80.5
2024-01-09 18:00,Ahmedabad Warehouse,35.4,25.2
2024-01-09 18:00,Nagpur Central Warehouse,37.8,20.4
2024-01-09 19:00,Delhi Warehouse,30.0,30.4
2024-01-09 19:00,Chandigarh Warehouse,25.4,42.3
2024-01-09 19:00,Bengaluru Warehouse,23.1,58.7
2024-01-09 19:00,Hyderabad Warehouse,27.8,46.9
2024-01-09 19:00,Kolkata Warehouse,29.6,78.2
2024-01-09 19:00,Bhubaneswar Warehouse,30.1,71.3
2024-01-09 19:00,Mumbai Warehouse,28.0,77.9
2024-01-09 19:00,Ahmedabad Warehouse,32.5,26.4
2024-01-09 19:00,Nagpur Central Warehouse,33.7,19.5
2024-01-09 20:00,Delhi Warehouse,27.2,32.5
2024-01-09 20:00,Chandigarh Warehouse,23.6,45.8
2024-01-09 20:00,Bengaluru Warehouse,21.1,60.3
2024-01-09 20:00,Hyderabad Warehouse,23.1,45.8
2024-01-09 20:00,Kolkata Warehouse,26.7,79.0
2024-01-09 20:00,Bhubaneswar Warehouse,28.8,71.6
2024-01-09 20:00,Mumbai Warehouse,27.0,83.2
2024-01-09 20:00,Ahmedabad Warehouse,28.4,27.8
2024-01-09 20:00,Nagpur Central Warehouse,30.2,28.6
2024-01-09 21:00,Delhi Warehouse,21.4,40.1
2024-01-09 21:00,Chandigarh Warehouse,19.9,49.0
2024-01-09 21:00,Bengaluru Warehouse,20.3,62.3
2024-01-09 21:00,Hyderabad Warehouse,23.3,54.4
2024-01-09 21:00,Kolkata Warehouse,25.4,87.8
2024-01-09 21:00,Bhubaneswar Warehouse,26.2,76.2
2024-01-09 21:00,Mumbai Warehouse,25.6,89.1
2024-01-09 21:00,Ahmedabad Warehouse,25.0,29.0
2024-01-09 21:00,Nagpur Central Warehouse,25.9,26.5
2024-01-09 22:00,Delhi Warehouse,18.8,39.9
2024-01-09 22:00,Chandigarh Warehouse,16.5,51.8
2024-01-09 22:00,Bengaluru Warehouse,19.3,66.2
2024-01-09 22:00,Hyderabad Warehouse,20.5,54.2
2024-01-09 22:00,Kolkata Warehouse,23.4,87.0
2024-01-09 22:00,Bhubaneswar Warehouse,26.6,80.7
2024-01-09 22:00,Mumbai Warehouse,25.6,87.4
2024-01-09 22:00,Ahmedabad Warehouse,21.9,36.0
2024-01-09 22:00,Nagpur Central Warehouse,22.9,29.7
2024-01-09 23:00,Delhi Warehouse,16.3,46.2
2024-01-09 23:00,Chandigarh Warehouse,16.4,57.7
2024-01-09 23:00,Bengaluru Warehouse,15.3,68.0
2024-01-09 23:00,Hyderabad Warehouse,18.6,60.7
2024-01-09 23:00,Kolkata Warehouse,23.2,84.6
2024-01-09 23:00,Bhubaneswar Warehouse,23.8,83.6
2024-01-09 23:00,Mumbai Warehouse,24.0,94.7
2024-01-09 23:00,Ahmedabad Warehouse,20.9,37.6
2024-01-09 23:00,Nagpur Central Warehouse,19.9,32.3
2024-01-10 00:00,Delhi Warehouse,12.2,46.7
2024-01-10 00:00,Chandigarh Warehouse,13.8,55.6
2024-01-10 00:00,Bengaluru Warehouse,16.9,72.8
2024-01-10 00:00,Hyderabad Warehouse,17.5,59.9
2024-01-10 00:00,Kolkata Warehouse,20.1,86.5
2024-01-10 00:00,Bhubaneswar Warehouse,24.4,89.2
2024-01-10 00:00,Mumbai Warehouse,22.7,98.6
2024-01-10 00:00,Ahmedabad Warehouse,17.3,40.2
2024-01-10 00:00,Nagpur Central Warehouse,17.8,33.4
2024-01-10 01:00,Delhi Warehouse,12.5,46.3
2024-01-10 01:00,Chandigarh Warehouse,12.5,58.6
2024-01-10 01:00,Bengaluru Warehouse,13.9,69.8
2024-01-10 01:00,Hyderabad Warehouse,17.1,61.1
2024-01-10 01:00,Kolkata Warehouse,19.1,95.0
2024-01-10 01:00,Bhubaneswar Warehouse,22.6,83.8
2024-01-10 01:00,Mumbai Warehouse,23.6,100.0
2024-01-10 01:00,Ahmedabad Warehouse,16.6,43.0
2024-01-10 01:00,Nagpur Central Warehouse,15.9,34.8
2024-01-10 02:00,Delhi Warehouse,12.4,46.3
2024-01-10 02:00,Chandigarh Warehouse,11.9,55.8
2024-01-10 02:00,Bengaluru Warehouse,14.4,74.7
2024-01-10 02:00,Hyderabad Warehouse,16.0,60.6
2024-01-10 02:00,Kolkata Warehouse,19.7,91.5
2024-01-10 02:00,Bhubaneswar Warehouse,22.6,86.7
2024-01-10 02:00,Mumbai Warehouse,22.9,95.3
2024-01-10 02:00,Ahmedabad Warehouse,15.8,37.4
2024-01-10 02:00,Nagpur Central Warehouse,15.2,38.1
2024-01-10 03:00,Delhi Warehouse,12.3,43.4
2024-01-10 03:00,Chandigarh Warehouse,12.8,59.1
2024-01-10 03:00,Bengaluru Warehouse,14.9,72.0
2024-01-10 03:00,Hyderabad Warehouse,17.1,63.6
2024-01-10 03:00,Kolkata Warehouse,19.9,92.4
2024-01-10 03:00,Bhubaneswar Warehouse,23.1,84.4
2024-01-10 03:00,Mumbai Warehouse,23.2,98.8
2024-01-10 03:00,Ahmedabad Warehouse,15.1,42.5
2024-01-10 03:00,Nagpur Central Warehouse,14.7,38.8
2024-01-10 04:00,Delhi Warehouse,14.4,44.3
2024-01-10 04:00,Chandigarh Warehouse,12.5,53.2
2024-01-10 04:00,Bengaluru Warehouse,15.4,68.6
2024-01-10 04:00,Hyderabad Warehouse,17.3,58.6
2024-01-10 04:00,Kolkata Warehouse,20.0,90.4
2024-01-10 04:00,Bhubaneswar Warehouse,22.1,83.9
2024-01-10 04:00,Mumbai Warehouse,24.8,93.2
2024-01-10 04:00,Ahmedabad Warehouse,17.0,38.8
2024-01-10 04:00,Nagpur Central Warehouse,18.0,36.6
2024-01-10 05:00,Delhi Warehouse,15.7,44.9
2024-01-10 05:00,Chandigarh Warehouse,16.7,54.2
2024-01-10 05:00,Bengaluru Warehouse,16.7,67.4
2024-01-10 05:00,Hyderabad Warehouse,17.9,58.8
2024-01-10 05:00,Kolkata Warehouse,21.4,90.2
2024-01-10 05:00,Bhubaneswar Warehouse,24.6,80.8
2024-01-10 05:00,Mumbai Warehouse,23.8,89.5
2024-01-10 05:00,Ahmedabad Warehouse,18.3,39.0
2024-01-10 05:00,Nagpur Central Warehouse,19.9,32.3
2024-01-10 06:00,Delhi Warehouse,19.1,44.0
2024-01-10 06:00,Chandigarh Warehouse,17.6,49.8
2024-01-10 06:00,Bengaluru Warehouse,17.1,64.0
2024-01-10 06:00,Hyderabad Warehouse,21.0,56.5
2024-01-10 06:00,Kolkata Warehouse,24.1,83.9
2024-01-10 06:00,Bhubaneswar Warehouse,25.6,81.1
2024-01-10 06:00,Mumbai Warehouse,26.6,92.4
2024-01-10 06:00,Ahmedabad Warehouse,23.3,35.1
2024-01-10 06:00,Nagpur Central Warehouse,23.1,32.1
2024-01-10 07:00,Delhi Warehouse,23.8,41.0
2024-01-10 07:00,Chandigarh Warehouse,19.8,46.4
2024-01-10 07:00,Bengaluru Warehouse,18.7,63.1
2024-01-10 07:00,Hyderabad Warehouse,23.0,52.7
2024-01-10 07:00,Kolkata Warehouse,25.6,84.1
2024-01-10 07:00,Bhubaneswar Warehouse,26.1,76.3
2024-01-10 07:00,Mumbai Warehouse,25.3,87.2
2024-01-10 07:00,Ahmedabad Warehouse,26.0,32.9
2024-01-10 07:00,Nagpur Central Warehouse,25.7,31.8
2024-01-10 08:00,Delhi Warehouse,25.1,35.9
2024-01-10 08:00,Chandigarh Warehouse,23.4,46.6
2024-01-10 08:00,Bengaluru Warehouse,19.9,58.0
2024-01-10 08:00,Hyderabad Warehouse,25.7,51.7
2024-01-10 08:00,Kolkata Warehouse,26.9,78.5
2024-01-10 08:00,Bhubaneswar Warehouse,26.5,76.3
2024-01-10 08:00,Mumbai Warehouse,26.6,84.6
2024-01-10 08:00,Ahmedabad Warehouse,28.6,28.8
2024-01-10 08:00,Nagpur Central Warehouse,28.0,23.0
2024-01-10 09:00,Delhi Warehouse,30.0,29.0
2024-01-10 09:00,Chandigarh Warehouse,25.4,43.1
2024-01-10 09:00,Bengaluru Warehouse,23.3,58.5
2024-01-10 09:00,Hyderabad Warehouse,27.3,45.9
2024-01-10 09:00,Kolkata Warehouse,30.1,71.4
2024-01-10 09:00,Bhubaneswar Warehouse,30.5,72.2
2024-01-10 09:00,Mumbai Warehouse,27.5,79.3
2024-01-10 09:00,Ahmedabad Warehouse,32.3,27.8
2024-01-10 09:00,Nagpur Central Warehouse,34.1,22.9
2024-01-10 10:00,Delhi Warehouse,33.4,29.8
2024-01-10 10:00,Chandigarh Warehouse,28.9,40.7
2024-01-10 10:00,Bengaluru Warehouse,24.5,56.1
2024-01-10 10:00,Hyderabad Warehouse,30.2,44.2
2024-01-10 10:00,Kolkata Warehouse,31.2,77.4
2024-01-10 10:00,Bhubaneswar Warehouse,31.3,68.2
2024-01-10 10:00,Mumbai Warehouse,29.6,77.9
2024-01-10 10:00,Ahmedabad Warehouse,35.6,22.9
2024-01-10 10:00,Nagpur Central Warehouse,37.4,19.3
2024-01-10 11:00,Delhi Warehouse,36.1,27.3
2024-01-10 11:00,Chandigarh Warehouse,31.0,38.8
2024-01-10 11:00,Bengaluru Warehouse,24.8,50.1
2024-01-10 11:00,Hyderabad Warehouse,30.4,42.4
2024-01-10 11:00,Kolkata Warehouse,31.0,73.4
2024-01-10 11:00,Bhubaneswar Warehouse,33.3,67.4
2024-01-10 11:00,Mumbai Warehouse,30.1,71.7
2024-01-10 11:00,Ahmedabad Warehouse,37.3,24.1
2024-01-10 11:00,Nagpur Central Warehouse,39.7,17.5
2024-01-10 12:00,Delhi Warehouse,38.5,25.5
2024-01-10 12:00,Chandigarh Warehouse,32.2,37.0
2024-01-10 12:00,Bengaluru Warehouse,26.8,48.3
2024-01-10 12:00,Hyderabad Warehouse,32.7,36.1
2024-01-10 12:00,Kolkata Warehouse,32.5,69.3
2024-01-10 12:00,Bhubaneswar Warehouse,32.4,64.6
2024-01-10 12:00,Mumbai Warehouse,30.8,73.6
2024-01-10 12:00,Ahmedabad Warehouse,40.1,25.3
2024-01-10 12:00,Nagpur Central Warehouse,42.3,14.2
2024-01-10 13:00,Delhi Warehouse,38.9,23.5
2024-01-10 13:00,Chandigarh Warehouse,34.2,35.7
2024-01-10 13:00,Bengaluru Warehouse,28.0,49.7
2024-01-10 13:00,Hyderabad Warehouse,33.2,38.1
2024-01-10 13:00,Kolkata Warehouse,34.2,68.8
2024-01-10 13:00,Bhubaneswar Warehouse,33.7,64.1
2024-01-10 13:00,Mumbai Warehouse,30.2,70.7
2024-01-10 13:00,Ahmedabad Warehouse,42.0,16.3
2024-01-10 13:00,Nagpur Central Warehouse,43.7,15.5
2024-01-10 14:00,Delhi Warehouse,40.8,22.7
2024-01-10 14:00,Chandigarh Warehouse,32.6,34.7
2024-01-10 14:00,Bengaluru Warehouse,26.9,42.4
2024-01-10 14:00,Hyderabad Warehouse,34.2,39.6
2024-01-10 14:00,Kolkata Warehouse,33.7,69.7
2024-01-10 14:00,Bhubaneswar Warehouse,33.5,62.2
2024-01-10 14:00,Mumbai Warehouse,31.9,75.8
2024-01-10 14:00,Ahmedabad Warehouse,41.7,16.7
2024-01-10 14:00,Nagpur Central Warehouse,45.4,12.7
2024-01-10 15:00,Delhi Warehouse,39.5,22.0
2024-01-10 15:00,Chandigarh Warehouse,33.5,34.7
2024-01-10 15:00,Bengaluru Warehouse,26.1,48.4
2024-01-10 15:00,Hyderabad Warehouse,32.9,38.9
2024-01-10 15:00,Kolkata Warehouse,35.2,70.0
2024-01-10 15:00,Bhubaneswar Warehouse,32.8,63.2
2024-01-10 15:00,Mumbai Warehouse,31.4,77.5
2024-01-10 15:00,Ahmedabad Warehouse,41.7,17.5
2024-01-10 15:00,Nagpur Central Warehouse,44.6,14.4
2024-01-10 16:00,Delhi Warehouse,37.9,25.6
2024-01-10 16:00,Chandigarh Warehouse,32.7,36.2
2024-01-10 16:00,Bengaluru Warehouse,26.0,46.6
2024-01-10 16:00,Hyderabad Warehouse,33.1,38.7
2024-01-10 16:00,Kolkata Warehouse,33.0,70.4
2024-01-10 16:00,Bhubaneswar Warehouse,31.4,66.6
2024-01-10 16:00,Mumbai Warehouse,30.2,76.9
2024-01-10 16:00,Ahmedabad Warehouse,41.2,22.2
2024-01-10 16:00,Nagpur Central Warehouse,42.4,17.8
2024-01-10 17:00,Delhi Warehouse,35.5,27.1
2024-01-10 17:00,Chandigarh Warehouse,30.2,37.3
2024-01-10 17:00,Bengaluru Warehouse,24.5,52.0
2024-01-10 17:00,Hyderabad Warehouse,30.7,42.7
2024-01-10 17:00,Kolkata Warehouse,32.9,74.8
2024-01-10 17:00,Bhubaneswar Warehouse,31.4,69.0
2024-01-10 17:00,Mumbai Warehouse,28.3,77.4
2024-01-10 17:00,Ahmedabad Warehouse,38.3,19.1
2024-01-10 17:00,Nagpur Central Warehouse,41.0,16.0
2024-01-10 18:00,Delhi Warehouse,30.3,29.5
2024-01-10 18:00,Chandigarh Warehouse,28.6,39.1
2024-01-10 18:00,Bengaluru Warehouse,23.0,57.8
2024-01-10 18:00,Hyderabad Warehouse,30.2,43.3
2024-01-10 18:00,Kolkata Warehouse,30.2,75.9
2024-01-10 18:00,Bhubaneswar Warehouse,30.8,68.8
2024-01-10 18:00,Mumbai Warehouse,28.8,80.4
2024-01-10 18:00,Ahmedabad Warehouse,35.5,22.5
2024-01-10 18:00,Nagpur Central Warehouse,37.1,19.8
2024-01-10 19:00,Delhi Warehouse,29.2,33.1
2024-01-10 19:00,Chandigarh Warehouse,27.1,47.9
2024-01-10 19:00,Bengaluru Warehouse,21.0,58.2
2024-01-10 19:00,Hyderabad Warehouse,28.0,45.8
2024-01-10 19:00,Kolkata Warehouse,29.0,81.5
2024-01-10 19:00,Bhubaneswar Warehouse,29.1,73.2
2024-01-10 19:00,Mumbai Warehouse,28.0,82.5
2024-01-10 19:00,Ahmedabad Warehouse,31.6,30.5
2024-01-10 19:00,Nagpur Central Warehouse,32.8,20.0
2024-01-10 20:00,Delhi Warehouse,26.5,38.0
2024-01-10 20:00,Chandigarh Warehouse,23.6,46.0
2024-01-10 20:00,Bengaluru Warehouse,21.1,57.8
2024-01-10 20:00,Hyderabad Warehouse,24.6,49.4
2024-01-10 20:00,Kolkata Warehouse,26.5,80.2
2024-01-10 20:00,Bhubaneswar Warehouse,27.5,76.0
2024-01-10 20:00,Mumbai Warehouse,26.0,83.1
2024-01-10 20:00,Ahmedabad Warehouse,28.0,32.7
2024-01-10 20:00,Nagpur Central Warehouse,28.4,24.2
2024-01-10 21:00,Delhi Warehouse,23.3,39.7
2024-01-10 21:00,Chandigarh Warehouse,19.9,49.2
2024-01-10 21:00,Bengaluru Warehouse,19.9,61.7
2024-01-10 21:00,Hyderabad Warehouse,21.9,53.5
2024-01-10 21:00,Kolkata Warehouse,23.8,80.6
2024-01-10 21:00,Bhubaneswar Warehouse,26.4,80.9
2024-01-10 21:00,Mumbai Warehouse,25.7,89.0
2024-01-10 21:00,Ahmedabad Warehouse,24.9,33.0
2024-01-10 21:00,Nagpur Central Warehouse,25.7,27.7
2024-01-10 22:00,Delhi Warehouse,18.4,40.2
2024-01-10 22:00,Chandigarh Warehouse,18.2,50.8
2024-01-10 22:00,Bengaluru Warehouse,17.2,71.2
2024-01-10 22:00,Hyderabad Warehouse,20.5,56.6
2024-01-10 22:00,Kolkata Warehouse,23.4,84.7
2024-01-10 22:00,Bhubaneswar Warehouse,26.0,79.9
2024-01-10 22:00,Mumbai Warehouse,24.9,90.2
2024-01-10 22:00,Ahmedabad Warehouse,22.9,35.0
2024-01-10 22:00,Nagpur Central Warehouse,22.8,32.0
2024-01-10 23:00,Delhi Warehouse,16.0,40.6
2024-01-10 23:00,Chandigarh Warehouse,15.1,53.3
2024-01-10 23:00,Bengaluru Warehouse,16.5,67.9
2024-01-10 23:00,Hyderabad Warehouse,18.3,61.6
2024-01-10 23:00,Kolkata Warehouse,22.4,86.9
2024-01-10 23:00,Bhubaneswar Warehouse,22.4,82.1
2024-01-10 23:00,Mumbai Warehouse,25.1,95.1
2024-01-10 23:00,Ahmedabad Warehouse,19.6,36.7
2024-01-10 23:00,Nagpur Central Warehouse,20.3,38.1
2024-01-11 00:00,Delhi Warehouse,14.8,47.6
2024-01-11 00:00,Chandigarh Warehouse,12.9,53.8
2024-01-11 00:00,Bengaluru Warehouse,14.5,70.2
2024-01-11 00:00,Hyderabad Warehouse,16.9,59.4
2024-01-11 00:00,Kolkata Warehouse,20.8,91.3
2024-01-11 00:00,Bhubaneswar Warehouse,22.3,85.1
2024-01-11 00:00,Mumbai Warehouse,23.3,96.2
2024-01-11 00:00,Ahmedabad Warehouse,18.2,42.5
2024-01-11 00:00,Nagpur Central Warehouse,16.4,35.1
2024-01-11 01:00,Delhi Warehouse,11.6,46.8
2024-01-11 01:00,Chandigarh Warehouse,12.6,54.1
2024-01-11 01:00,Bengaluru Warehouse,14.9,71.0
2024-01-11 01:00,Hyderabad Warehouse,17.5,62.3
2024-01-11 01:00,Kolkata Warehouse,19.1,92.8
2024-01-11 01:00,Bhubaneswar Warehouse,23.0,86.2
2024-01-11 01:00,Mumbai Warehouse,22.7,99.5
2024-01-11 01:00,Ahmedabad Warehouse,16.9,38.7
2024-01-11 01:00,Nagpur Central Warehouse,14.5,34.3
2024-01-11 02:00,Delhi Warehouse,11.2,49.5
2024-01-11 02:00,Chandigarh Warehouse,12.9,59.3
2024-01-11 02:00,Bengaluru Warehouse,15.3,73.2
2024-01-11 02:00,Hyderabad Warehouse,16.5,66.2
2024-01-11 02:00,Kolkata Warehouse,20.2,93.4
2024-01-11 02:00,Bhubaneswar Warehouse,20.6,86.1
2024-01-11 02:00,Mumbai Warehouse,23.5,95.3
2024-01-11 02:00,Ahmedabad Warehouse,15.2,42.4
2024-01-11 02:00,Nagpur Central Warehouse,13.3,37.5
2024-01-11 03:00,Delhi Warehouse,11.9,48.6
2024-01-11 03:00,Chandigarh Warehouse,11.6,58.5
2024-01-11 03:00,Bengaluru Warehouse,14.6,70.1
2024-01-11 03:00,Hyderabad Warehouse,16.8,65.6
2024-01-11 03:00,Kolkata Warehouse,20.4,92.4
2024-01-11 03:00,Bhubaneswar Warehouse,21.9,86.3
2024-01-11 03:00,Mumbai Warehouse,22.5,95.4
2024-01-11 03:00,Ahmedabad Warehouse,16.7,45.0
2024-01-11 03:00,Nagpur Central Warehouse,15.6,37.7
2024-01-11 04:00,Delhi Warehouse,13.6,44.4
2024-01-11 04:00,Chandigarh Warehouse,13.6,57.2
2024-01-11 04:00,Bengaluru Warehouse,15.5,70.1
2024-01-11 04:00,Hyderabad Warehouse,17.6,59.4
2024-01-11 04:00,Kolkata Warehouse,21.2,86.1
2024-01-11 04:00,Bhubaneswar Warehouse,22.6,84.7
2024-01-11 04:00,Mumbai Warehouse,23.1,93.2
2024-01-11 04:00,Ahmedabad Warehouse,18.2,40.9
2024-01-11 04:00,Nagpur Central Warehouse,16.4,36.0
2024-01-11 05:00,Delhi Warehouse,16.1,46.8
2024-01-11 05:00,Chandigarh Warehouse,14.8,55.5
2024-01-11 05:00,Bengaluru Warehouse,17.4,69.0
2024-01-11 05:00,Hyderabad Warehouse,17.6,57.2
2024-01-11 05:00,Kolkata Warehouse,22.2,86.7
2024-01-11 05:00,Bhubaneswar Warehouse,23.7,82.6
2024-01-11 05:00,Mumbai Warehouse,23.9,92.6
2024-01-11 05:00,Ahmedabad Warehouse,19.1,36.4
2024-01-11 05:00,Nagpur Central Warehouse,19.2,34.0
2024-01-11 06:00,Delhi Warehouse,19.2,41.9
2024-01-11 06:00,Chandigarh Warehouse,18.2,49.7
2024-01-11 06:00,Bengaluru Warehouse,17.1,66.5
2024-01-11 06:00,Hyderabad Warehouse,19.4,56.2
2024-01-11 06:00,Kolkata Warehouse,24.5,87.7
2024-01-11 06:00,Bhubaneswar Warehouse,25.2,81.4
2024-01-11 06:00,Mumbai Warehouse,23.4,88.4
2024-01-11 06:00,Ahmedabad Warehouse,21.3,35.3
2024-01-11 06:00,Nagpur Central Warehouse,21.6,28.8
2024-01-11 07:00,Delhi Warehouse,23.3,36.9
2024-01-11 07:00,Chandigarh Warehouse,20.6,45.2
2024-01-11 07:00,Bengaluru Warehouse,20.2,66.6
2024-01-11 07:00,Hyderabad Warehouse,23.6,55.0
2024-01-11 07:00,Kolkata Warehouse,23.9,83.0
2024-01-11 07:00,Bhubaneswar Warehouse,26.3,79.4
2024-01-11 07:00,Mumbai Warehouse,25.7,87.0
2024-01-11 07:00,Ahmedabad Warehouse,25.8,29.6
2024-01-11 07:00,Nagpur Central Warehouse,26.4,26.2
2024-01-11 08:00,Delhi Warehouse,26.7,33.0
2024-01-11 08:00,Chandigarh Warehouse,23.2,45.8
2024-01-11 08:00,Bengaluru Warehouse,20.3,62.2
2024-01-11 08:00,Hyderabad Warehouse,25.3,48.8
2024-01-11 08:00,Kolkata Warehouse,27.8,79.9
2024-01-11 08:00,Bhubaneswar Warehouse,27.5,77.0
2024-01-11 08:00,Mumbai Warehouse,26.3,86.3
2024-01-11 08:00,Ahmedabad Warehouse,29.3,30.8
2024-01-11 08:00,Nagpur Central Warehouse,31.5,24.3
2024-01-11 09:00,Delhi Warehouse,29.3,34.1
2024-01-11 09:00,Chandigarh Warehouse,24.7,40.1
2024-01-11 09:00,Bengaluru Warehouse,21.8,54.2
2024-01-11 09:00,Hyderabad Warehouse,27.0,47.1
2024-01-11 09:00,Kolkata Warehouse,29.7,75.9
2024-01-11 09:00,Bhubaneswar Warehouse,29.2,70.3
2024-01-11 09:00,Mumbai Warehouse,27.5,84.1
2024-01-11 09:00,Ahmedabad Warehouse,31.4,30.2
2024-01-11 09:00,Nagpur Central Warehouse,34.3,17.7
2024-01-11 10:00,Delhi Warehouse,32.6,27.8
2024-01-11 10:00,Chandigarh Warehouse,28.2,36.7
2024-01-11 10:00,Bengaluru Warehouse,22.9,57.5
